"Region","Purpose","Height","Length","Volume","Year_Completed","Surface","Inspection_Freq","Distance_to_City","Hazard","Assessment","Prob_Fail","Loss_gf_Prop","Loss_gf_Liab","Loss_gf_BI"
"Lyndrassia","Recreation",13.079,0.233,54500,1957,0.28171,2,19.21,"Significant","Satisfactory",0.1324,688.7,426.1,3.7
"Navaldia","Recreation",4.683,0.29,75250,1926,1.09532,1,4.7,"High","Satisfactory",0.0736,542.7,821.7,7.7
"Navaldia","Flood Risk Reduction",12.054,0.569,77780.0000000001,1960,0.14578,3,15.03,"Low","Not Rated",0.0854,31.9,20.7,18.2264889248896
"Navaldia","Flood Risk Reduction",10.574,0.361,59359,1960,0.18124,3,15.03,"Low","Not Rated",0.1035,18.3,18.3,24.0647864249869
"Navaldia","Recreation",9.701,0.497,115000,2003,0.32899,5,4.84,"High","Fair",0.0739,135.2,753.4,6.9
"Navaldia","Recreation",7.313,0.235,17116,1971,0,3,12.41,"Low","Not Rated",0.133,22.3,6.9,8.2
"Navaldia","Flood Risk Reduction",10.303,0.458,91764.9999999999,1969,0.11032,3,13.9,"Low","Not Rated",0.1074,33.2,18.3,20.6821696914412
"Flumevale","Irrigation",6.729,0.036,3411,1944,0.35854,6,27.77,"Low","Unsatisfactory",0.0806,462.1,358.9,26.3
"Flumevale","Flood Risk Reduction",20.43,1.167,685000,1987,0.21867,1,0.77,"High","Satisfactory",0.1036,21.2,363.7,37.9900983389321
"Navaldia","Water Supply",4.537,0.043,30000,1916,0.51023,1,1.59,"High","Satisfactory",0.0971,448,828,46.8
"Lyndrassia","Recreation",22.865,0.162,140000,1975,0.15957,2,1.59,"High","Satisfactory",0.0915,39.7,568,9.3
"Navaldia","Flood Risk Reduction",19.759,0.307,106250,1967,0.07486,3,32.18,"Low","Not Rated",0.0646,5.9,15.4,24.6765981763642
"Navaldia","Recreation",6.097,0.167,23300,1909,0.72496,1,4.7,"High","Satisfactory",0.1081,335.5,652.3,3.5
"Flumevale","Irrigation",3.7,0.667,26171,1887,0.30732,6,1.69,"Low","Not Rated",0.0777,548.5,195.7,5.9
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",6.701,0.984,109681.5,1957,0.99485,5,80.29,"Low","Poor",0.0772,401.6,89.1,17.5853724206003
"Navaldia","Flood Risk Reduction",20.427,0.49,160920,1962,0.20094,3,15.59,"Low","Not Rated",0.082,32.7,19.4,27.4735519583023
"Navaldia","Flood Risk Reduction",11.609,0.41,31000,1955,0.17927,5,1.63,"High","Not Rated",0.096,27,606.5,11.3053853124248
"Navaldia","Recreation",8.143,0.159,17000,1972,0.04137,3,8.32,"Low","Not Rated",0.1078,47.3,96.3,5.5
"Navaldia","Flood Risk Reduction",19.806,0.288,64045,1987,0.13002,3,9.75,"Low","Not Rated",0.1174,7.1,475.8,28.4749275057212
"Lyndrassia","Irrigation",9.883,0.207,125000,1958,0.43537,3,9.38,"High","Not Rated",0.132,363.5,276.3,23.1
"Flumevale","Recreation",15.969,0.17,24600,1969,0.36051,1,9.48,"High","Satisfactory",0.1083,87.1,345.5,4.2
"Navaldia","Recreation",10.046,0.103,20300,1925,0.26595,1,2.48,"High","Poor",0.1154,134.4,919.1,3.4
"Lyndrassia","Tailings",15.231,0.2,150000,1941,0.2561,2,9.41,"High","Satisfactory",0.1185,288.8,324.2,12.1380950259764
"Navaldia","Flood Risk Reduction",12.69,0.541,90460,1964,0.14381,3,15.03,"Low","Not Rated",0.0911,11.4,20,21.6684672452772
"Lyndrassia","Irrigation",7.27,0.167,80000,1950,0.49053,3,19.44,"Low","Not Rated",0.1316,690.4,468,2
"Navaldia","Flood Risk Reduction",14.77,0.567,130953,1955,0.06698,3,15.59,"Low","Not Rated",0.1139,45.4,21.2,16.1866825758546
"Navaldia","Water Supply",9.893,0.072,14121,1965,0,3,16.88,"Low","Fair",0.0849,19.2,15.4,55.8
"Navaldia","Flood Risk Reduction",9.466,0.438,51650,1964,0,3,15.03,"Low","Not Rated",0.0996,32.2,11.7,23.3446242163291
"Navaldia","Flood Risk Reduction",12.615,0.417,85769.9999999999,1964,0.15563,5,11.73,"Significant","Fair",0.1105,27.7,242.5,10.759430113587
"Navaldia","Recreation",5.889,0.108,75250,1915,0.70132,1,3.35,"High","Satisfactory",0.0894,587.9,878.5,6.1
"Navaldia","Recreation",7.151,0.267,17212,1964,0.25216,3,7.67,"Low","Not Rated",0.0937,457.8,21.1,8.5
"Navaldia","Water Supply",7.915,0.347,193000,1960,0.25019,5,6.93,"Significant","Fair",0.1076,24,407.1,28.9
"Flumevale","Flood Risk Reduction",13.856,0.501,41258,1972,0.41961,3,4.84,"Significant","Satisfactory",0.128,551.7,608.2,27.613846407632
"Flumevale","Hydroelectric",7.441,0.06,4000,1902,0.21473,1,1.66,"Low","Fair",0.089,36.8,504.9,88.3
"Flumevale","Water Supply",10.288,0.323,68916,1963,0.50235,2,26.31,"Significant","Fair",0.143,376.4,214.2,37.4
"Navaldia","Flood Risk Reduction",11.018,0.45,63874,1975,0.197,5,4.92,"High","Not Rated",0.0781,43.5,478.6,19.8901060663187
"Navaldia","Flood Risk Reduction",18.724,0.428,111390,1964,0.10835,3,14.88,"Low","Fair",0.0902,43.8,19.4,28.2253469760986
"Navaldia","Water Supply",8.481,0.342,19126,1964,0.48856,3,31.1,"Low","Not Rated",0.0929,386.2,10.1,45.6
"Navaldia","Flood Risk Reduction",10.671,0.622,71760,1971,0.15563,3,32.18,"Low","Not Rated",0.0739,30.9,11.1,27.6125455588009
"Flumevale","Recreation",12.687,0.167,24600,1953,0.28565,1,25.66,"High","Satisfactory",0.0787,713.1,417.3,5.3
"Lyndrassia","Irrigation",10.267,0.7,25000,1967,0.51811,3,18.42,"Low","Not Rated",0.0776,230.5,115.3,4.7
"Navaldia","Flood Risk Reduction",7.644,1.087,58766,1962,0.06895,1,1.67,"High","Fair",0.1106,18.7,919.4,19.0300427334272
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",14.182,0.091,45000,1930,0.23837,3,1.59,"Significant","Not Rated",0.1289,12.6,96.6,9.17651053528046
"Navaldia","Flood Risk Reduction",9.748,0.324,28658,1960,0.12608,3,15.03,"Low","Not Rated",0.0968,43.2,22.7,14.4235379680039
"Flumevale","Irrigation",9.765,0.607,38200,1905,0.32899,1,15.21,"High","Fair",0.099,538.8,485.8,45.2
"Navaldia","Flood Risk Reduction",9.951,0.553,54660,1960,0.13199,3,13.9,"Low","Not Rated",0.1131,9.3,6.7,25.542412155465
"Lyndrassia","Recreation",11.602,0.207,45000,1974,0.35657,3,4.73,"High","Not Rated",0.1238,702.9,674.2,8.4
"Navaldia","Recreation",16.849,0.433,58906,1959,0.34869,5,6.48,"Significant","Not Rated",0.145,529.4,429.8,4.9
"Navaldia","Irrigation",2.46,1.633,18383,1967,0,3,7.74,"Low","Not Rated",0.0838,41.3,13.1,45.8
"Navaldia","Flood Risk Reduction",24.709,0.2,119434,1935,0.23837,3,13.9,"Low","Not Rated",0.1191,6.8,18,22.9574623311973
"Navaldia","Flood Risk Reduction",4.76,0.433,195300,1908,0.36642,5,19.76,"Low","Not Rated",0.0861,373.1,23.5,23.6330011734215
"Navaldia","Flood Risk Reduction",13.332,0.339,85240.0000000001,1967,0.11426,3,15.03,"Low","Not Rated",0.1037,34.8,9.4,20.124928985011
"Navaldia","Recreation",15.531,0.288,121800,2021,0.4925,5,2.25,"High","Satisfactory",0.0531,399.4,868.3,19.9277110481579
"Navaldia","Flood Risk Reduction",12.301,0.358,59930,1977,0.13396,3,31.01,"Low","Not Rated",0.109,33.4,10.4,22.8440911448972
"Navaldia","Flood Risk Reduction",11.686,0.567,184060,1982,0.21473,5,1.66,"High","Fair",0.0793,39.9,680.3,27.5969731438771
"Lyndrassia","Recreation",7.954,0.207,22470,1960,0.52599,3,6.36,"Low","Not Rated",0.1019,282.8,202.9,21.056363545235
"Navaldia","Flood Risk Reduction",9.91,0.443,51850,1971,0.27186,5,1.67,"High","Fair",0.0826,610.8,689.7,23.044481912523
"Navaldia","Recreation",13.454,0.387,96126.9999999999,1977,0.28171,3,9.19,"Low","Not Rated",0.1038,136.5,4.9,4.9
"Flumevale","Flood Risk Reduction",10.432,0.448,25074,1959,0.48462,3,1.61,"Low","Not Rated",0.0701,211.2,355.9,23.4573111284451
"Navaldia","Flood Risk Reduction",9.257,0.533,57930,1968,0.17927,3,15.03,"Low","Fair",0.0999,6.6,13.3,16.00794337016
"Navaldia","Flood Risk Reduction",11.145,0.86,86339.9999999999,1969,0.15366,3,44.65,"Low","Not Rated",0.0659,20.4,16.8,16.0707069702875
"Lyndrassia","Flood Risk Reduction",11.471,0.3,21803,1978,0.10441,3,23.31,"Significant","Not Rated",0.1466,21.1,312.7,26.7295797061055
"Flumevale","Irrigation",14.936,0.197,93318.0000000001,1907,0.20094,6,26.48,"Low","Satisfactory",0.0421,39.3,318.2,21.7
"Flumevale","Irrigation",5.954,0.4,40750,1946,0.73678,6,13.47,"Low","Not Rated",0.0835,475.6,207.2,36.3
"Navaldia","Flood Risk Reduction",10.356,0.547,65440,1966,0.01773,1,1.67,"High","Fair",0.0974,23.5,928.9,13.203062141641
"Navaldia","Recreation",4.386,0.832,195970,1927,0.96924,5,4.09,"High","Fair",0.0609,474.9,663.9,31.3953361747909
"Lyndrassia","Other",17.073,1.567,13529,1954,0.09653,3,9.65,"Low","Not Rated",0.0876,5.8,178.2,26.1038463511253
"Navaldia","Flood Risk Reduction",16.55,0.485,134880,1967,0.10047,3,29.56,"Low","Not Rated",0.1224,12.5,15.3,18.7875797836624
"Flumevale","Irrigation",20.594,0.168,525,1952,0.43734,1,21.93,"High","Fair",0.0993,457.5,381.2,15.4
"Navaldia","Recreation",12.924,1.178,30902,1964,0.09653,3,15.88,"Significant","Not Rated",0.1496,314.5,29.4,10.8853729855567
"Lyndrassia","Recreation",9.04,0,44600,1964,0.2561,2,1.67,"High","Satisfactory",0.0985,559.3,608.8,5
"Lyndrassia","Recreation",19.319,0.333,150000,1942,0.40188,2,8.09,"High","Satisfactory",0.0776,302.6,410.2,5.6
"Lyndrassia","Recreation",7.321,0.207,45000,1969,0.66389,3,1.58,"High","Not Rated",0.1223,523.6,530.7,6
"Navaldia","Flood Risk Reduction",20.4,0.503,187850,1973,0.15957,3,4.75,"Low","Not Rated",0.0671,34.1,446.1,24.2750762464184
"Navaldia","Flood Risk Reduction",16.034,0.567,97536,1958,0.12608,3,15.03,"Low","Not Rated",0.0946,46.1,22.5,18.3191715203031
"Navaldia","Water Supply",5.788,2.046,782098,1959,0.41173,5,1.69,"High","Fair",0.0768,172.6,172.3,13
"Navaldia","Recreation",8.544,0.317,75000,1993,0.13002,3,14.35,"Low","Not Rated",0.1165,28.5,16.5,18.7765673786182
"Navaldia","Flood Risk Reduction",13.364,0.411,93334.9999999999,1964,0,3,29.56,"Low","Not Rated",0.1216,30.6,11.3,19.9602385967422
"Navaldia","Recreation",6.836,0.333,58906,1927,0.76239,2,13.89,"Significant","Fair",0.1333,714.5,55.9,3
"Navaldia","Flood Risk Reduction",10.792,0.419,46514,1957,0.1379,5,9.27,"High","Fair",0.0805,13.4,177,8.7131636991606
"Lyndrassia","Water Supply",15.977,0.107,12750,1960,0.30535,5,10.25,"Significant","Satisfactory",0.1239,385.7,335,66.1
"Navaldia","Flood Risk Reduction",11.414,0.501,58340,1964,0.18321,3,15.59,"Low","Not Rated",0.0801,19.6,5.3,15.860167028496
"Navaldia","Flood Risk Reduction",7.954,0.633,49970,1971,0.28171,3,19.76,"Low","Not Rated",0.0991,387.6,16.1,23.1473044450872
"Navaldia","Flood Risk Reduction",13.13,0.482,102840,1970,0.10441,5,4.63,"High","Fair",0.069,14.7,933.4,16.1580073813127
"Navaldia","Recreation",9.714,0.767,17000,2010,0.09653,3,14.35,"Low","Not Rated",0.1101,5.7,19.9,15.2666560520803
"Navaldia","Flood Risk Reduction",6.791,0.49,62230,1964,0.21867,3,15.03,"Low","Not Rated",0.0842,29.3,11.4,28.8781454067826
"Flumevale","Flood Risk Reduction",23.968,0.143,41258,1971,0.25413,3,4.91,"Significant","Satisfactory",0.1167,256.1,214.1,30.2190519142608
"Navaldia","Water Supply",7.246,0.562,17891,1942,0.50038,3,26.45,"Low","Not Rated",0.0815,149.7,13.6,28.4
"Flumevale","Water Supply",5.869,0.633,464000,1989,0.27777,1,7.96,"Significant","Satisfactory",0.1274,247.9,245.3,11.6
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",5.495,0.601,50000,1960,0.69147,3,103.41,"Low","Not Rated",0.0685,57.9,233.1,12.7153592886031
"Navaldia","Flood Risk Reduction",11.536,0.555,105600,1965,0.1379,5,1.66,"High","Not Rated",0.1016,45.6,949.1,23.4040438978214
"Flumevale","Water Supply",17.146,0.127,12000,1927,0.31914,1,11.46,"High","Fair",0.105,425.8,447.9,55.5
"Navaldia","Flood Risk Reduction",7.907,0.837,75124.9999999999,1975,0.11229,5,4.6,"High","Not Rated",0.0937,39.7,548,17.7070240055706
"Flumevale","Fish and Wildlife Pond",10.926,0.07,250000,1953,0.31914,1,26.13,"High","Fair",0.1164,316.5,442.9,31.7643453012886
"Lyndrassia","Recreation",13.818,0.273,150000,1955,0.34672,3,9.19,"High","Satisfactory",0.0782,648.6,398.2,4.8
"Navaldia","Flood Risk Reduction",14.509,0.468,89490,1952,0.12411,5,12.73,"High","Not Rated",0.1221,25.5,290.5,16.9304107232819
"Navaldia","Flood Risk Reduction",13.752,0.871,225910,1956,0.18321,5,11.01,"High","Satisfactory",0.0682,29.4,234.8,45.438818015479
"Navaldia","Recreation",10.117,0.25,40000,1935,0.42355,5,4.81,"High","Fair",0.1127,364,480.2,4.1
"Navaldia","Flood Risk Reduction",13.185,0.4,97120.0000000001,1968,0.11426,3,20.05,"Low","Not Rated",0.0708,36.2,439.5,18.8709303362711
"Navaldia","Fire Protection, Stock, Or Small Fish Pond",9.247,0.533,15700,1963,0.38415,3,27.55,"Low","Not Rated",0.0917,415.8,8.3,28.8371935903402
"Flumevale","Irrigation",3.509,0.167,880,1964,0.58115,2,1.59,"Significant","Satisfactory",0.1208,211.7,788.1,46
"Flumevale","Flood Risk Reduction",4.119,0.045,1e+05,1994,0.58509,1,0.16,"High","Satisfactory",0.1056,124.5,111,42.044994375097
"Lyndrassia","Flood Risk Reduction",11.924,0.293,53053,1971,0.09653,3,33.27,"Low","Not Rated",0.0792,30.8,22.3,14.3152518947579
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",11.332,0.1,45000,1958,0.09653,3,90.63,"Significant","Not Rated",0.1707,245.5,143.2,10.5844541046816
"Navaldia","Recreation",7.5,0.4,15055,1926,0,3,3.19,"Low","Not Rated",0.1109,8.9,290.1,9
"Lyndrassia","Flood Risk Reduction",12.052,0.253,66700,1986,0.02364,3,32.76,"Low","Not Rated",0.1084,21.8,4.8,17.4591526234894
"Navaldia","Flood Risk Reduction",9.384,0.353,13891,1985,0.20882,3,15.03,"Low","Not Rated",0.0847,26.9,15.4,13.8409863448151
"Flumevale","Water Supply",20.028,0.833,310000,1988,0.25413,1,12.76,"High","Satisfactory",0.0978,595.8,305.3,11.8
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",7.807,0.346,41347.73,1960,0.5319,5,57.84,"Low","Satisfactory",0.0546,76.5,168.1,12.7092583437074
"Navaldia","Irrigation",8.952,0.327,17440,1983,0,3,12.71,"Low","Not Rated",0.1092,19.7,10.1,43
"Navaldia","Flood Risk Reduction",15.366,0.476,87100.0000000001,1964,0.20094,5,9.83,"High","Not Rated",0.105,40.1,129,17.6350197652725
"Navaldia","Recreation",11.337,0.343,27100,1955,0.13199,5,1.64,"High","Fair",0.0985,32.6,717.9,8.8
"Navaldia","Flood Risk Reduction",9.79,0.455,59535,1974,0.15563,3,15.59,"Low","Not Rated",0.0887,17.2,15.5,18.974590905939
"Lyndrassia","Recreation",27.851,0.9,390000,1992,0.18715,2,1.63,"High","Satisfactory",0.0896,41.1,692.9,11.2355871474214
"Lyndrassia","Recreation",14.97,0.253,130000,1964,0.37233,3,24.68,"High","Satisfactory",0.0966,365,270.2,7.1
"Navaldia","Flood Risk Reduction",16.385,0.143,75540,1971,0.03546,1,1.66,"High","Fair",0.102,26.2,758.2,14.8080528589096
"Navaldia","Flood Risk Reduction",15.28,0.427,112770,1968,0.08471,3,4.73,"Low","Not Rated",0.0851,46.7,547.3,28.1712662391962
"Navaldia","Recreation",13.135,0.433,17000,1967,0.24034,3,1.61,"Low","Not Rated",0.0995,45.4,209.2,6.4
"Navaldia","Flood Risk Reduction",10.54,0.423,59500,1953,0.46098,2,16.28,"High","Not Rated",0.1029,271.8,170.6,14.5909321602267
"Lyndrassia","Water Supply",10.032,0.207,42500,1962,0.45704,3,1.54,"High","Not Rated",0.119,121.1,217.1,19.3
"Navaldia","Recreation",19.322,0.211,42000,2005,0.28959,3,31.36,"Low","Not Rated",0.0859,249.1,18,10.2358368100354
"Navaldia","Flood Risk Reduction",13.543,0.494,125270,1981,0.12608,3,29.56,"Low","Not Rated",0.1138,6.1,14.9,19.3780311956661
"Navaldia","Hydroelectric",13.035,0.053,15913,1898,0,3,3.17,"Low","Not Rated",0.1236,5.7,464.5,74.4
"Lyndrassia","Irrigation",13.291,0.377,33000,1945,0.33687,3,34.08,"Significant","Not Rated",0.1402,297.4,200,29.3
"Navaldia","Recreation",8.717,0.367,8692,1970,0,3,14.35,"Low","Not Rated",0.1228,45.2,11,26.0474589673629
"Navaldia","Flood Risk Reduction",10.689,0.583,83498.0000000001,1972,0.12411,5,3.36,"High","Fair",0.0681,42.2,748,7.479246857366
"Flumevale","Hydroelectric",10.285,0.093,713,1916,0.34869,1,3.25,"High","Poor",0.1188,377.6,159.3,91.2
"Navaldia","Recreation",7.383,0.385,25000,1910,0,3,6.77,"Low","Not Rated",0.105,29,19,7.5
"Lyndrassia","Recreation",18.353,0.24,97494.9999999999,2001,0.32899,3,3.12,"High","Satisfactory",0.0925,28,808.6,17.8326057053236
"Lyndrassia","Recreation",11.074,0.207,75000,1937,0.40582,3,12.28,"Low","Not Rated",0.1078,172.9,401.6,4.1
"Lyndrassia","Fish and Wildlife Pond",8.212,0.47,65019,2003,1.09729,5,74.06,"Low","Fair",0.073,41,216.5,22.7073650075375
"Lyndrassia","Recreation",12.596,0.09,17000,1977,0.04137,5,4.92,"Low","Satisfactory",0.0612,37.2,746.2,4.8
"Navaldia","Flood Risk Reduction",17.349,0.25,58766,1968,0.04137,1,3.36,"High","Fair",0.1315,11,879.8,18.0566553562166
"Flumevale","Water Supply",36.245,0.217,83500,1927,0.0985,1,3.23,"High","Satisfactory",0.0944,42.1,392.2,41.3
"Navaldia","Fire Protection, Stock, Or Small Fish Pond",17.466,0.228,13500,1967,0.08077,3,20.74,"Low","Not Rated",0.064,32.4,11.3,18.5030933283063
"Navaldia","Flood Risk Reduction",15.479,0.323,152680,1981,0.08471,5,10.02,"Significant","Not Rated",0.1271,14.6,451.7,34.3351807823291
"Navaldia","Water Supply",19.597,0.267,109000,1888,0.25216,1,1.63,"High","Fair",0.1009,132.9,913.2,46.5
"Lyndrassia","Irrigation",10.191,0.467,5000,1936,0.09653,3,37.28,"Significant","Not Rated",0.1864,308.2,152.3,4.3
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",8.778,0.584,50000,1936,0.09653,3,40.5,"Low","Not Rated",0.1231,22,117.6,15.5628710553295
"Flumevale","Water Supply",23.933,0.367,116600,1956,0.34278,0.5,24.88,"Low","Satisfactory",0.0539,520.7,21.3,45.8
"Navaldia","Flood Risk Reduction",15.17,0.692,94357,1959,0.14775,3,15.03,"Low","Not Rated",0.0882,19.7,10.9,21.5395426421026
"Navaldia","Recreation",7.609,0.623,60000,2004,0.4728,5,3.09,"High","Not Rated",0.0715,430.1,550.3,7.8
"Flumevale","Hydroelectric",5.121,0.091,3000,1855,0.77027,3,15.29,"Low","Satisfactory",0.0727,238.8,339.4,75.9
"Navaldia","Recreation",8.236,0.212,39603,1948,0.38021,3,6.58,"Low","Fair",0.0845,714.9,5.6,4.5
"Navaldia","Recreation",3.524,0.042,130000,1872,0.51417,1,3.09,"High","Satisfactory",0.1095,541.8,657.8,4.6
"Flumevale","Irrigation",18.359,0.351,68698,1969,0.42355,6,18.41,"Low","Not Rated",0.1004,448.8,403.6,44.9
"Navaldia","Flood Risk Reduction",32.422,0.397,444849,1961,0,5,5.07,"High","Satisfactory",0.0655,22.9,208,30.5739352332501
"Flumevale","Water Supply",4.372,0.4,8500.00000000001,1923,1.80452,0.5,16.33,"Low","Satisfactory",0.0797,451.4,22.5,31.9
"Navaldia","Flood Risk Reduction",14.323,0.4,76805,1989,0.20291,3,15.03,"Low","Not Rated",0.0989,19.4,23,18.5968264930821
"Lyndrassia","Flood Risk Reduction",9.798,0.195,42867,1975,0.03152,3,33.63,"Low","Not Rated",0.0672,6,20.3,10.8319909237681
"Navaldia","Flood Risk Reduction",9.533,1.233,72334.9999999999,1959,0.16942,3,15.03,"Low","Not Rated",0.0804,21.7,23.6,28.9635064955011
"Navaldia","Water Supply",14.875,0.583,20883,1969,0.17139,3,12.68,"Low","Not Rated",0.0621,44.7,14.9,40.2
"Flumevale","Irrigation",8.407,0.22,34120,1965,0.46492,1,14.82,"High","Fair",0.1089,457,312.6,34.8
"Flumevale","Water Supply",11.018,0.433,230000,1976,0.57524,1,1.56,"Significant","Satisfactory",0.0992,81.9,813.3,29.6
"Flumevale","Irrigation",2.75,0.233,7006,1952,1.85968,3,3.15,"Low","Not Rated",0.0871,635.9,518.5,5.9
"Navaldia","Flood Risk Reduction",10.124,0.85,114780,1970,0.13987,5,1.66,"High","Not Rated",0.1306,16.3,671,26.0992557941742
"Navaldia","Flood Risk Reduction",10.641,1.058,110130,1965,0.18715,3,44.65,"Low","Not Rated",0.0639,15.2,16.5,27.7850035567475
"Navaldia","Water Supply",8.547,0.75,17700,1967,0.44719,3,1.67,"Low","Not Rated",0.1277,229.3,17.3,48.5
"Navaldia","Flood Risk Reduction",10.122,0.475,127640,1956,0.45901,3,19.76,"Low","Not Rated",0.0905,423.1,19.1,22.4614415060794
"Navaldia","Flood Risk Reduction",14.121,0.462,89960.0000000001,1958,0.15366,5,6.71,"High","Fair",0.0792,28.2,350.4,7.48841945280164
"Flumevale","Irrigation",13.672,0.228,11253,1930,0.30535,6,167.32,"Low","Not Rated",0.0625,363.7,190,32.1
"Navaldia","Water Supply",12.995,0.233,13354,1912,0,3,26.45,"Low","Not Rated",0.0556,35.6,17.6,22.2
"Flumevale","Water Supply",24.034,0.293,790,1966,0.22852,1,24.7,"High","Satisfactory",0.0862,18.4,278.7,7.1
"Navaldia","Recreation",7.101,0.14,40000,1951,0.3546,5,8.16,"High","Fair",0.0882,564.7,541.3,7.3
"Navaldia","Flood Risk Reduction",9.891,0.517,64580,1962,0.13396,3,15.03,"Low","Not Rated",0.0932,12.3,19.8,28.3598805178062
"Navaldia","Flood Risk Reduction",14.779,0.485,84654.0000000001,1951,0.13987,5,14.5,"High","Not Rated",0.1116,38.4,107.1,15.788222347226
"Lyndrassia","Irrigation",8.503,0.233,1390,1964,0.09653,3,82.61,"Low","Not Rated",0.0717,17.4,237.1,33.8
"Navaldia","Flood Risk Reduction",10.887,0.433,73250,1963,0,5,1.64,"High","Not Rated",0.1066,34.1,872.1,15.9824902914704
"Navaldia","Recreation",13.125,0.21,130000,1932,0.36839,1,2.48,"High","Poor",0.1414,356.9,797,3
"Navaldia","Recreation",15.65,0.208,20536,1964,0.30338,3,18.92,"Low","Not Rated",0.1111,485.2,464.2,7.5
"Navaldia","Flood Risk Reduction",18.609,0.413,83710,1962,0.11426,3,32.18,"Low","Not Rated",0.0578,8.2,16.5,16.2680155573344
"Navaldia","Recreation",5.767,0.15,23386,1969,0.33293,3,6.58,"Low","Not Rated",0.1053,612.8,5.8,9.1
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",13.353,0.223,18136,1994,0.54963,5,3.09,"Low","Not Rated",0.0817,62.3,575.7,28.0794263672422
"Lyndrassia","Other",16.248,0.173,36000,1985,0.07486,5,16.41,"Low","Not Rated",0.0444,11.2,333.4,12.2951596916385
"Navaldia","Water Supply",18.01,0.3,333680,1974,0.31914,1,3.3,"High","Fair",0.0947,422.8,653.2,16.7
"Navaldia","Irrigation",5.208,0.047,27000,1925,0.82346,3,1.58,"Low","Not Rated",0.1121,535.2,490,25.3
"Navaldia","Flood Risk Reduction",8.612,0.384,56144,1959,0.26004,3,32.18,"Low","Not Rated",0.0581,76.6,19.5,18.0238230625154
"Flumevale","Irrigation",13.489,0.308,9523.00000000001,1951,0.7092,2,32.05,"Significant","Fair",0.1558,660.7,143.7,33.5
"Navaldia","Flood Risk Reduction",14.261,1.633,137180,1988,0,5,1.67,"High","Fair",0.093,46.6,502.9,25.5291323648354
"Navaldia","Recreation",9.883,0.193,40000,1965,0.50432,1,4.81,"High","Fair",0.1136,442.9,621,4.4
"Flumevale","Recreation",10.46,0.815,6465,1865,0.46492,1,9.83,"High","Satisfactory",0.0785,356.7,558.9,7.9
"Navaldia","Flood Risk Reduction",12.012,0.573,110662,1984,0.11623,5,1.67,"High","Fair",0.0858,36.6,595.5,35.0950677087714
"Lyndrassia","Recreation",10.942,0.207,75000,1971,0.40188,3,19.36,"Low","Not Rated",0.0817,251,195,8.7
"Navaldia","Flood Risk Reduction",10.087,0.467,53974,1971,0.12214,3,31.01,"Low","Not Rated",0.1037,25.9,19.2,26.1134708997181
"Navaldia","Recreation",13.057,0.313,27100,1962,0,5,1.64,"High","Fair",0.0866,44.1,640.4,8.3
"Navaldia","Flood Risk Reduction",13.614,0.487,95330,1952,0.13199,5,4.92,"High","Not Rated",0.1013,45.8,501.5,19.9474456692276
"Lyndrassia","Recreation",16.991,0.167,110000,1973,0.12214,5,17.97,"Significant","Satisfactory",0.0846,44.6,226.5,4.6
"Navaldia","Flood Risk Reduction",11.197,0.44,73880,1963,0.25019,3,3.3,"High","Not Rated",0.1202,205.4,781.6,17.849373960424
"Lyndrassia","Water Supply",12.575,0.383,109000,1958,0.43734,3,1.69,"High","Satisfactory",0.0979,184.6,794.3,58.5
"Lyndrassia","Irrigation",2.871,1.065,1390,1915,0.09653,3,10.96,"Low","Not Rated",0.0956,10.4,462.5,20.3
"Flumevale","Water Supply",17.78,0.183,220500,1969,0.32308,1,10.72,"High","Satisfactory",0.0835,329.1,380.1,22.6
"Navaldia","Recreation",6.29,0.083,63430,1997,0.91408,3,8.32,"Low","Not Rated",0.1115,241.1,13,4
"Navaldia","Recreation",9.809,0.37,26546,1926,0.32111,3,6.77,"Low","Not Rated",0.078,282.7,10.5,8.9
"Navaldia","Flood Risk Reduction",8.245,0.61,101110,1991,0.31126,3,19.37,"Low","Not Rated",0.1102,453.1,7.2,19.6300429586366
"Navaldia","Flood Risk Reduction",9.303,0.573,57560,1963,0.26595,3,19.37,"Low","Not Rated",0.1122,551.2,16.7,23.6996708650068
"Flumevale","Recreation",2.529,0.005,111,1964,1.92469,3,15.01,"Low","Not Rated",0.0797,532.6,533.2,24.4172858348108
"Flumevale","Water Supply",13.148,0.14,74000,1964,0.35263,0.5,16.07,"Low","Satisfactory",0.0832,587.1,17.7,33.3
"Navaldia","Flood Risk Reduction",12.804,0.6,133156,1960,0.18321,5,3.36,"High","Fair",0.0751,6.2,590.1,23.1628081793007
"Navaldia","Flood Risk Reduction",18.076,0.55,72407,1955,0.11426,3,15.59,"Low","Not Rated",0.1125,6.8,10.9,27.7379299325521
"Flumevale","Irrigation",6.457,0.498,55642,1903,0.52402,1,8.03,"High","Not Rated",0.1262,569.8,346.2,41.4
